driver_id,driver_label,global_theme,ticker,name,region,benchmark,peer_role,price,ret_5d,ret_20d,ret_60d,ma20,ma60,above_ma20,above_ma60,rs_20d_vs_local_benchmark,trend
WAFER_FAB_EQUIPMENT_CAPEX,Wafer-fab equipment capex,Semiconductor_Equipment,8035.T,Tokyo Electron,JP,^N225,DIRECT_PEER,51690.0,-0.03743016759776541,-0.05433589462129529,-0.33560411311053984,53941.5,61248.666666666664,False,False,-0.03285267489612187,DOWN
ADVANCED_PACKAGING_TEST_CAPEX,Advanced packaging / test capex,Semiconductor_Equipment,6857.T,Advantest,JP,^N225,DIRECT_PEER,30700.0,-0.06516443361753954,-0.12335808109651625,-0.04569474665837736,33473.5,31952.916666666668,False,False,-0.10187486137134283,MIXED
ADVANCED_PACKAGING_TEST_CAPEX,Advanced packaging / test capex,Semiconductor_Equipment,TER,Teradyne,US,SPY,DIRECT_PEER,332.8500061035156,-0.10538620575275137,-0.24888298257700736,-0.23992967688734645,362.72649841308595,375.675998433431,False,False,-0.22910743984896087,DOWN
ADVANCED_PACKAGING_TEST_CAPEX,Advanced packaging / test capex,Semiconductor_Equipment,BESI.AS,BE Semiconductor Industries,EU,^STOXX,DIRECT_PEER,180.0,-0.04736701292826062,-0.19028341192559117,-0.3935309723612319,194.12999954223633,223.67416712443034,False,False,-0.17033441203291544,DOWN
ADVANCED_PACKAGING_TEST_CAPEX,Advanced packaging / test capex,Semiconductor_Equipment,6146.T,Disco,JP,^N225,RELATED_PEER,51000.0,-0.0483299122970704,-0.14658634538152615,-0.42359855334538876,56297.0,64347.333333333336,False,False,-0.12510312565635273,DOWN
DRAM_PRICING,Commodity DRAM pricing / bit demand,Memory,MU,Micron,US,SPY,DIRECT_PEER,927.5999755859375,-0.07264114677214051,-0.0831727446642575,-0.18200338312138054,956.2180023193359,954.5255045572917,False,False,-0.06339720193621101,MIXED
DRAM_PRICING,Commodity DRAM pricing / bit demand,Memory,000660.KS,SK Hynix,KR,^KS11,DIRECT_PEER,1759000.0,-0.05226293103448276,0.17266666666666675,-0.3973963686193902,1715350.0,1859733.3333333333,True,False,0.13452823173939477,MIXED
DRAM_PRICING,Commodity DRAM pricing / bit demand,Memory,005930.KS,Samsung Electronics,KR,^KS11,DIRECT_PEER,253500.0,-0.05936920222634512,0.024242424242424176,-0.2828854314002829,260825.0,267400.0,False,False,-0.013896010684847804,DOWN
SPECIALTY_MEMORY_PRICING,Specialty DRAM / NOR / NAND pricing,Memory,MU,Micron,US,SPY,RELATED_PEER,927.5999755859375,-0.07264114677214051,-0.0831727446642575,-0.18200338312138054,956.2180023193359,954.5255045572917,False,False,-0.06339720193621101,MIXED
SPECIALTY_MEMORY_PRICING,Specialty DRAM / NOR / NAND pricing,Memory,005930.KS,Samsung Electronics,KR,^KS11,RELATED_PEER,253500.0,-0.05936920222634512,0.024242424242424176,-0.2828854314002829,260825.0,267400.0,False,False,-0.013896010684847804,DOWN
SPECIALTY_MEMORY_PRICING,Specialty DRAM / NOR / NAND pricing,Memory,SNDK,SanDisk,US,SPY,RELATED_PEER,1530.89501953125,-0.11915774651567324,-0.14324367437213392,-0.29928137336937866,1584.8742431640626,1598.5050740559896,False,False,-0.12346813164408743,DOWN
MEMORY_IC_CYCLE,Memory IC design demand / ASP cycle,Memory,MU,Micron,US,SPY,RELATED_PEER,927.5999755859375,-0.07264114677214051,-0.0831727446642575,-0.18200338312138054,956.2180023193359,954.5255045572917,False,False,-0.06339720193621101,MIXED
MEMORY_IC_CYCLE,Memory IC design demand / ASP cycle,Memory,000660.KS,SK Hynix,KR,^KS11,RELATED_PEER,1759000.0,-0.05226293103448276,0.17266666666666675,-0.3973963686193902,1715350.0,1859733.3333333333,True,False,0.13452823173939477,MIXED
MEMORY_IC_CYCLE,Memory IC design demand / ASP cycle,Memory,005930.KS,Samsung Electronics,KR,^KS11,RELATED_PEER,253500.0,-0.05936920222634512,0.024242424242424176,-0.2828854314002829,260825.0,267400.0,False,False,-0.013896010684847804,DOWN
NAND_STORAGE_CYCLE,NAND / storage controller and module cycle,Memory,SNDK,SanDisk,US,SPY,DIRECT_PEER,1530.89501953125,-0.11915774651567324,-0.14324367437213392,-0.29928137336937866,1584.8742431640626,1598.5050740559896,False,False,-0.12346813164408743,DOWN
NAND_STORAGE_CYCLE,NAND / storage controller and module cycle,Memory,WDC,Western Digital,US,SPY,DIRECT_PEER,411.9599914550781,-0.13689503039801498,-0.23143227934267274,-0.44794500055290953,456.435498046875,512.9688323974609,False,False,-0.21165673661462625,DOWN
NAND_STORAGE_CYCLE,NAND / storage controller and module cycle,Memory,005930.KS,Samsung Electronics,KR,^KS11,RELATED_PEER,253500.0,-0.05936920222634512,0.024242424242424176,-0.2828854314002829,260825.0,267400.0,False,False,-0.013896010684847804,DOWN
GRID_CAPEX,Grid modernization / transformer and cable capex,Power_Grid,GEV,GE Vernova,US,SPY,DIRECT_PEER,882.8099975585938,-0.09111406268075739,-0.18182576685950536,-0.2044821595378592,938.3210052490234,1010.6105021158854,False,False,-0.16205022413145886,DOWN
GRID_CAPEX,Grid modernization / transformer and cable capex,Power_Grid,ETN,Eaton,US,SPY,DIRECT_PEER,392.3999938964844,-0.07042856618207338,-0.13833992280272267,-0.06963509941963997,409.7730026245117,414.81783396402994,False,False,-0.11856438007467618,DOWN
GRID_CAPEX,Grid modernization / transformer and cable capex,Power_Grid,HUBB,Hubbell,US,SPY,DIRECT_PEER,438.5299987792969,-0.056417431351701186,-0.1304183831165837,-0.16261529390498075,460.66699981689453,484.5130020141602,False,False,-0.11064284038853722,DOWN
GRID_CAPEX,Grid modernization / transformer and cable capex,Power_Grid,PWR,Quanta Services,US,SPY,RELATED_PEER,613.3499755859375,-0.04021596541420669,-0.1508493892386107,-0.12659312839311143,629.0815032958984,654.0400044759115,False,False,-0.1310738465105642,DOWN
GRID_CAPEX,Grid modernization / transformer and cable capex,Power_Grid,ABBN.SW,ABB,EU,^SSMI,DIRECT_PEER,78.16000366210938,-0.002042850272449881,-0.02979138492077016,-0.09221829213386368,78.62400016784667,81.1683334350586,False,False,0.005691715717316415,DOWN
LEADING_EDGE_FOUNDRY_AI_DEMAND,Leading-edge foundry AI/HPC node demand,Foundry,TSM,TSMC ADR,US,SPY,DIRECT_PEER,413.75,-0.05751708428246016,-0.03995638019335046,-0.10466977328025273,420.4309997558594,422.79383341471356,False,False,-0.02018083746530397,DOWN
LEADING_EDGE_FOUNDRY_AI_DEMAND,Leading-edge foundry AI/HPC node demand,Foundry,005930.KS,Samsung Electronics,KR,^KS11,RELATED_PEER,253500.0,-0.05936920222634512,0.024242424242424176,-0.2828854314002829,260825.0,267400.0,False,False,-0.013896010684847804,DOWN
LEADING_EDGE_FOUNDRY_AI_DEMAND,Leading-edge foundry AI/HPC node demand,Foundry,INTC,Intel,US,SPY,RELATED_PEER,97.13999938964844,-0.07016370006131556,-0.06135857189290894,-0.2750205581967503,94.0265007019043,102.93966649373372,True,False,-0.04158302916486245,MIXED
MATURE_NODE_FOUNDRY_UTILIZATION,Mature-node foundry utilization / pricing,Foundry,GFS,GlobalFoundries,US,SPY,DIRECT_PEER,42.75,-0.05189621079328355,-0.20003740459241304,-0.501922415379323,45.75349998474121,56.64816665649414,False,False,-0.18026186186436655,DOWN
