ticker,name,theme,region,benchmark,universe_layer,price,ret_1d,ret_5d,ret_20d,ret_60d,ma5,ma20,ma60,ma20_slope,ma60_slope,bias20,dist_20d_high,dist_52w_high,last_price_date,calendar_staleness_days,volume_ratio20,atr_pct14,er20,vol20,maxdd20,keynes_legacy,keynes_v2,trend,rs_5d_vs_bench,rs_20d_vs_bench,rs_60d_vs_bench,rs_5d_vs_local,rs_5d_vs_global,rs_20d_vs_local,rs_20d_vs_global,rs_60d_vs_local,rs_60d_vs_global,local_benchmark,global_benchmark,local_rs_status,global_rs_basis,acceleration,r_rs20,r_rs60,r_accel,r_slope,r_volume,r_high,r_quality,leader_score_v1,raw_leader_state
SMCI,Super Micro Computer,AI_Server,US,SPY,CORE,40.099998474121094,0.07276611365123764,0.05888565104655363,0.02400405082665258,0.37234768707862664,39.25199966430664,37.87649974822998,32.22249984741211,0.008934985964608353,-0.0016586578003701573,0.058703912470027486,-0.03443294840376088,-0.317795180216219,2026-09-11,1,1.1551869256945064,0.0553972274175825,0.0398980847332569,0.1750395235285195,-0.11721892484328289,-0.06502222709606958,0.005471425164540896,STRONG_UP,0.07037084198657018,0.04147464625289199,0.3511184533711944,0.07037084198657018,0.07037084198657018,0.04147464625289199,0.04147464625289199,0.3511184533711944,0.3511184533711944,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.05288463833989049,0.783410138248848,0.9631336405529954,0.880184331797235,0.9769585253456221,0.7972350230414746,0.2626728110599078,0.7695852534562212,0.8011520737327189,PERSISTENT
MAERSK-B.CO,Maersk,Shipping,EU,^OMXC25,CORE,22330.0,-0.022757111597374147,0.03283996299722469,0.17310218019437884,0.44999999999999996,22448.0,21683.0,18336.833333333332,0.011675326601334834,0.004739473253135904,0.029839044412673488,-0.0412194074710176,-0.0412194074710176,2026-09-11,1,0.6400731909275675,0.0339069797197876,0.3075128324778348,0.14046056427191014,-0.06553722692822117,1.1842004513567073,0.3789757076343126,STRONG_UP,0.059370829191945806,0.18624055722918276,0.32979304372142626,0.059370829191945806,0.044325153937241235,0.18624055722918276,0.19057277562061825,0.32979304372142626,0.37701747887866666,^OMXC25,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.010435582051370018,0.9769585253456221,0.9585253456221198,0.3640552995391705,0.9907834101382489,0.12903225806451613,0.9032258064516129,0.9631336405529954,0.7891705069124424,PULLBACK_LEADER
1548.HK,Genscript Biotech,Biotech,HK,^HSI,CORE,32.36000061035156,0.011250019073486328,0.028607805215198123,0.3006431552208495,1.8713397778133563,32.74400024414062,33.12700004577637,21.758333285649616,0.017063643178133213,0.01945569555038804,-0.023153301970143203,-0.13383297425896235,-0.13383297425896235,2026-09-11,1,0.962027329152351,0.07919829301899635,0.2385204642520824,0.28424685191135896,-0.14741475578593888,1.8310160154123862,0.2522791175180725,PULLBACK,0.06155944816406567,0.3130339906496621,1.8510424985936755,0.06155944816406567,-0.09705471841310642,0.3130339906496621,0.26304415895702815,1.8510424985936755,1.7272317773006873,^HSI,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.04655298359001425,0.9953917050691244,1.0,0.1336405529953917,0.9953917050691244,0.6036866359447005,0.6267281105990783,0.9447004608294931,0.7859447004608294,PULLBACK_LEADER
CVX,Chevron,Energy,US,SPY,CORE,214.05999755859375,0.006110185586210015,0.012966071074241192,0.09220100445549217,0.19886815159029547,211.80599975585938,206.20579986572267,189.7565923055013,0.005193834660535598,0.001882946505436401,0.03808912114977159,-0.015363369050879427,-0.015363369050879427,2026-09-11,1,0.8469528170852361,0.01925361300780978,0.46132834503407383,0.049865389349880204,-0.029158768894495313,0.5698346989344296,0.8529951806349159,STRONG_UP,0.024451262014257735,0.10967159988173159,0.17763891788286323,0.024451262014257735,0.024451262014257735,0.10967159988173159,0.10967159988173159,0.17763891788286323,0.17763891788286323,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.010084180039631851,0.9170506912442397,0.8341013824884793,0.3686635944700461,0.9078341013824884,0.42857142857142855,0.9769585253456221,0.9907834101382489,0.7817972350230415,PULLBACK_LEADER
AAPL,Apple,Consumer_Tech,US,SPY,CORE,332.2699890136719,0.017454088133066703,0.01237012176440544,0.0884818790013957,0.11133722232832,322.0739990234375,316.62599792480466,313.19628957112633,0.002207097338622368,0.0006554950620237376,0.04940842252815414,-0.011748296331836494,-0.03486507807020656,2026-09-11,1,1.1911237661039127,0.023610321365437333,0.3586507909814459,0.06723964332735843,-0.0392126853302972,0.6392628966987943,0.4719551490907925,STRONG_UP,0.023855312704421983,0.10595247442763511,0.09010798862088776,0.023855312704421983,0.023855312704421983,0.10595247442763511,0.10595247442763511,0.09010798862088776,0.09010798862088776,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.009750347985943486,0.9078341013824884,0.7235023041474654,0.37327188940092165,0.7695852534562212,0.8248847926267281,0.9216589861751152,0.967741935483871,0.776036866359447,PULLBACK_LEADER
AMD,AMD,AI_Semiconductor,US,SPY,CORE,516.1300048828125,0.024880855098165622,0.13146703073319999,0.06856999740700731,0.017425922428960794,504.8279968261719,482.0354995727539,503.06566619873047,-3.399679037095056e-05,-0.0008284688018909853,0.07073027887007877,-0.020235717437999456,-0.11731906670997816,2026-09-11,1,1.0546303049275285,0.03688853642024507,0.12893180612352304,0.14806031859416027,-0.11320206327513127,0.41832193553856967,0.059711161609775444,REBOUND,0.14295222167321653,0.08604059283324672,-0.003803311278471444,0.14295222167321653,0.14295222167321653,0.08604059283324672,0.08604059283324672,-0.003803311278471444,-0.003803311278471444,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.11432453138144816,0.880184331797235,0.5668202764976958,0.967741935483871,0.6129032258064516,0.7050691244239631,0.6543778801843319,0.8663594470046083,0.762442396313364,EMERGING
META,Meta,Internet_AI,US,SPY,CORE,648.030029296875,0.0056643973841588036,0.061161389056548776,0.08918106998080022,0.07967212404593482,635.2700073242188,586.4670013427734,595.092495727539,0.0021005121707613973,-0.0005963269660991167,0.10497270573305406,-0.024403771491957826,-0.17785281804082276,2026-09-11,1,0.9448736174816483,0.0329074310196107,0.2617661937224484,0.10441884880509109,-0.08622281849341629,0.6348769325195643,0.22356681296635,REBOUND,0.07264657999656532,0.10665166540703963,0.058442890338502584,0.07264657999656532,0.07264657999656532,0.10665166540703963,0.10665166540703963,0.058442890338502584,0.058442890338502584,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.03886612156134872,0.9124423963133641,0.6774193548387096,0.8110599078341014,0.7603686635944701,0.5714285714285714,0.4976958525345622,0.9400921658986175,0.7622119815668202,PERSISTENT
4502.T,Takeda Pharmaceutical,Biotech,JP,^N225,CORE,5666.0,0.0015909492663956915,-0.015122544759256007,0.009802174300481248,0.1474281085459701,5695.0,5761.1,5509.366666666667,0.002501724059120888,0.00249123642720169,-0.01650726423773241,-0.04242014534392424,-0.06083209017072766,2026-09-11,1,1.0875557662742954,0.018670263728505877,0.04439063761097659,0.06370880917548909,-0.04959377115775221,-0.004849800146089017,0.006829899550841049,PULLBACK,0.000404784446761175,0.0782375867665458,0.2317016499019351,0.000404784446761175,-0.029476217319969966,0.0782375867665458,0.0367186616251961,0.2317016499019351,0.08187330839308249,^N225,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.01757308833437632,0.8525345622119815,0.8847926267281107,0.3087557603686636,0.8018433179723502,0.7557603686635944,0.8571428571428571,0.7788018433179723,0.7557603686635945,PULLBACK_LEADER
XOM,Exxon Mobil,Energy,US,SPY,CORE,165.99000549316406,0.004599708196314722,0.023303117087989822,0.053305687537635205,0.17767389745185858,163.11600036621093,162.27950134277344,151.60691782633464,0.0023699885062486,0.0014848379545291208,0.022864897412724572,-0.015713910733369252,-0.046546376746810836,2026-09-11,1,0.8193289051325955,0.020508975078572723,0.21234422189051272,0.06527033447159816,-0.05844111833749266,0.28674232734299493,0.17341959152121986,STRONG_UP,0.034788308028006365,0.07077628296387461,0.15644466374442634,0.034788308028006365,0.034788308028006365,0.07077628296387461,0.07077628296387461,0.15644466374442634,0.15644466374442634,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.00997669520358102,0.8248847926267281,0.7972350230414746,0.6221198156682027,0.7926267281105991,0.3640552995391705,0.8894009216589862,0.9170506912442397,0.7552995391705069,PERSISTENT
1919.HK,COSCO Shipping Holdings,Shipping,HK,^HSI,CORE,16.440000534057617,-0.010830342724825304,0.01356357768289107,0.061329940411669615,0.19130437006045953,16.554000091552734,17.011000156402588,15.409666697184244,0.0038674933660414555,0.0029674945689431528,-0.03356649327465078,-0.08869181265354475,-0.08869181265354475,2026-09-11,1,0.8474742945912206,0.03210810330609572,0.15347350140601515,0.11532981593768485,-0.09637890674393823,0.37065838966997783,0.08161394015479038,PULLBACK,0.046515220631758614,0.0737207758404822,0.1710070908407788,0.046515220631758614,-0.023159561191470668,0.0737207758404822,0.09691911992984659,0.1710070908407788,0.13050349461241417,^HSI,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.0017689074200263333,0.8433179723502304,0.8248847926267281,0.48847926267281105,0.8571428571428571,0.43317972350230416,0.7603686635944701,0.8755760368663594,0.741705069124424,PULLBACK_LEADER
SBLK,Star Bulk,Shipping,US,SPY,CORE,31.170000076293945,0.013988298906228103,-0.021964253043812887,0.11802497356142183,0.20661055181751076,31.301999664306642,30.496697521209718,27.509427897135417,0.006702613738580698,0.003018480626995093,0.022077884158308025,-0.05200732774548267,-0.05200732774548267,2026-09-11,1,0.7994672255096337,0.028782261446209444,0.32247306756898464,0.10089562049835468,-0.051819817788774536,0.5748731531558526,0.3772202904953705,STRONG_UP,-0.010479062103796344,0.13549556898766124,0.18538131811007852,-0.010479062103796344,-0.010479062103796344,0.13549556898766124,0.13549556898766124,0.18538131811007852,0.18538131811007852,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.051470496434168345,0.9539170506912442,0.8387096774193549,0.10599078341013825,0.9447004608294931,0.33640552995391704,0.8847926267281107,0.9585253456221198,0.7345622119815668,PULLBACK_LEADER
LITE,Lumentum,AI_Networking,US,SPY,CORE,927.030029296875,-0.009265771932295275,0.09400856135892655,0.0529526670237872,0.0590271943085916,942.3,903.0502563476563,829.9330830891927,0.0035555542693437316,-0.00017150177349323047,0.02655419538465531,-0.09713076037263568,-0.14612962987740685,2026-09-11,1,0.8165379770570305,0.06505523178217447,0.0574378972376873,0.24275156306546053,-0.14583553025873386,0.2643470304651871,0.012529228683704059,STRONG_UP,0.10549375229894309,0.07042326245002661,0.037797960601159364,0.10549375229894309,0.10549375229894309,0.07042326245002661,0.07042326245002661,0.037797960601159364,0.037797960601159364,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.08077039460297974,0.8202764976958525,0.6497695852534562,0.9308755760368663,0.8387096774193549,0.35944700460829493,0.5898617511520737,0.8018433179723502,0.7336405529953918,PERSISTENT
053800.KQ,AhnLab,Cybersecurity,KR,^KQ11,CORE,59300.0,0.038528896672504365,0.02772963604852685,-0.01983471074380161,0.013675213675213627,57400.0,57615.0,55795.0,-0.0017999432937298432,-0.0006010793732766018,0.029245856113859325,-0.07343750000000004,-0.20933333333333337,2026-09-11,1,3.493090915885755,0.026860997350036137,0.08,0.08411380152594577,-0.06776859504132227,-0.2530284544696685,-0.01886464326564376,STRONG_UP,0.0189527280602817,0.027450405640138342,0.2184505482696737,0.0189527280602817,0.05366445280293386,0.027450405640138342,-0.04511744399734641,0.2184505482696737,0.0018619347120278906,^KQ11,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.03268831373447725,0.7419354838709677,0.8709677419354839,0.7695852534562212,0.3870967741935484,0.9953917050691244,0.4377880184331797,0.6405529953917051,0.7211981566820277,PERSISTENT
IDNA,Genomics ETF,Genomics,US,SPY,CORE,38.060001373291016,0.004751855863259102,-0.05534870914775558,0.08002268900422216,0.274188158819878,38.70800018310547,39.09099998474121,35.092816543579104,0.0065989567799646515,0.005185223162598333,-0.02637432175827259,-0.08267052702858635,-0.08267052702858635,2026-09-11,1,0.8467174894530383,0.02219240360383352,0.17803015342585574,0.15935183335591963,-0.08678877805809648,0.47652020760250174,0.08940249572875077,PULLBACK,-0.04386351820773904,0.09749328443046157,0.2529589251124458,-0.04386351820773904,-0.04386351820773904,0.09749328443046157,0.09749328443046157,0.2529589251124458,0.2529589251124458,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.07535438139881112,0.8986175115207373,0.9124423963133641,0.055299539170506916,0.9400921658986175,0.423963133640553,0.7741935483870968,0.8847926267281107,0.717741935483871,PULLBACK_LEADER
7267.T,Honda Motor,EV,JP,^N225,CORE,1664.0,0.018048332823493496,-0.019157088122605415,0.003618817852834688,0.17555634051571878,1644.8,1690.625,1594.5416666666667,0.0006826632184778405,0.002747781856629803,-0.015748613678373435,-0.05588652482269507,-0.05588652482269507,2026-09-11,1,0.8924760818343738,0.027386675824175824,0.010238907849829351,0.0999600406108468,-0.08128921848260129,-0.09881505607860652,0.00037067554488839455,PULLBACK,-0.0036297589165882327,0.07205423031889924,0.25982988187168377,-0.0036297589165882327,-0.019946706615280307,0.07205423031889924,0.02748576993306784,0.25982988187168377,0.14626337787303023,^N225,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.020061792585814087,0.8341013824884793,0.9262672811059908,0.271889400921659,0.6682027649769585,0.4838709677419355,0.8663594470046083,0.7465437788018433,0.7110599078341014,PULLBACK_LEADER
TSM,TSMC ADR,Foundry,US,SPY,CORE,433.239990234375,0.012172024086948507,0.03891988222985776,0.0063880695541904675,0.017401319530727433,432.9079956054687,421.70899963378906,423.835666402181,0.0007467072338169784,-0.00019801525119626345,0.027343477636473157,-0.0248711834568065,-0.09553237946894577,2026-09-11,1,1.1485079618230127,0.022813150038677794,0.023915125085191263,0.07788290045785673,-0.048379251559177994,-0.011450786537476457,0.0019615535829207247,REBOUND,0.050405073169874304,0.023858664980429878,-0.0038279141767048053,0.050405073169874304,0.050405073169874304,0.023858664980429878,0.023858664980429878,-0.0038279141767048053,-0.0038279141767048053,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.037322864841310144,0.7373271889400922,0.5622119815668203,0.7880184331797235,0.6774193548387096,0.7880184331797235,0.7327188940092166,0.7603686635944701,0.7108294930875576,EMERGING
IBB,Biotech ETF,Biotech,US,SPY,CORE,202.92999267578125,0.0014310762288110013,-0.050886324339585065,0.020056249046996877,0.18367936179385835,206.06199951171874,209.53999938964844,196.32783279418945,0.0032418635445574584,0.0037153204433800755,-0.03154532181502778,-0.06535557645783563,-0.06535557645783563,2026-09-11,1,1.4410967538606996,0.018201217815781677,0.07011052499776119,0.09126340528087463,-0.06600298156841578,0.03692594778068459,0.015407645001226744,PULLBACK,-0.03940113339956852,0.03752684447323629,0.16245012808642612,-0.03940113339956852,-0.03940113339956852,0.03752684447323629,0.03752684447323629,0.16245012808642612,0.16245012808642612,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.055900386601334284,0.7603686635944701,0.8064516129032258,0.09216589861751152,0.8202764976958525,0.9262672811059908,0.8387096774193549,0.815668202764977,0.705299539170507,PULLBACK_LEADER
ANET,Arista Networks,AI_Networking,US,SPY,CORE,199.58999633789062,0.05608757361039385,0.04257205282359333,-0.01979176346103695,0.18796501912729813,194.05,193.1599998474121,182.0265007019043,-0.000706186516543115,0.0030232814268910577,0.03328844737812142,-0.03172759127735891,-0.07119923260837813,2026-09-11,1,0.9239678822548562,0.035251551648271,0.04604135999737813,0.12710775091163573,-0.09758371276726485,-0.3149276810229782,-0.0071690333591540225,STRONG_UP,0.054057243763609875,-0.0023211680347975383,0.1667357854198659,0.054057243763609875,0.054057243763609875,-0.0023211680347975383,-0.0023211680347975383,0.1667357854198659,0.1667357854198659,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.04751999368885257,0.6221198156682027,0.8202764976958525,0.8525345622119815,0.5253456221198156,0.543778801843318,0.8248847926267281,0.6728110599078341,0.7041474654377881,NEUTRAL
NEM,Newmont,Gold_Miners,US,SPY,CORE,126.80999755859375,0.005311544095348175,-0.02775431511512827,0.11282925437968072,0.1718366753567877,127.36799926757813,126.7330436706543,107.54957110087076,0.006969234156394514,0.003778552558350854,0.0006072124973139914,-0.06072895840189363,-0.06072895840189363,2026-09-11,1,0.6908901150094447,0.03405965219816336,0.21534822181370325,0.13120327007699992,-0.09257069674299012,0.7085539756420082,0.1851903484186834,STRONG_UP,-0.016269124175111727,0.13029984980592013,0.15060744164935547,-0.016269124175111727,-0.016269124175111727,0.13029984980592013,0.13029984980592013,0.15060744164935547,0.15060744164935547,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.05596162871004845,0.9447004608294931,0.7788018433179723,0.08755760368663594,0.9539170506912442,0.1935483870967742,0.8617511520737328,0.9216589861751152,0.6981566820276499,NEUTRAL
MRNA,Moderna,Biotech,US,SPY,CORE,143.97000122070312,0.05379890474458793,-0.03291458357761878,1.261900986163647,1.5987364125513728,140.41600036621094,133.4040012359619,86.62675037384034,0.03729350897505464,0.021958639062193537,0.07920302154994818,-0.18504472865250887,-0.18504472865250887,2026-09-11,1,0.44981111821175923,0.0833477221799675,0.3118254396491012,1.8091865718892821,-0.23546276183549275,9.45670462265127,0.2174970983745475,STRONG_UP,-0.02142939263760224,1.2793715815898863,1.5775071788439405,-0.02142939263760224,-0.02142939263760224,1.2793715815898863,1.2793715815898863,1.5775071788439405,1.5775071788439405,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.34838983011853053,1.0,0.9953917050691244,0.004608294930875576,1.0,0.018433179723502304,0.4838709677419355,0.9354838709677419,0.6935483870967742,NEUTRAL
EEM,Emerging Markets ETF,Market_EM,US,SPY,CORE,67.83999633789062,0.01253725877448697,0.0054838463093722645,0.01739646111886417,-0.011655056218990323,68.16999969482421,67.18299980163575,66.25366649627685,0.0016936221756274144,-7.042100000523965e-05,0.009779208106138748,-0.018660508705047874,-0.05211685584516412,2026-09-11,1,1.2786897834888884,0.01280326314722695,0.09076635884479939,0.05517137657817022,-0.02941181470453602,0.09592658467585069,0.028620156510091456,STRONG_UP,0.016969037249388808,0.03486705654510358,-0.03288428992642256,0.016969037249388808,0.016969037249388808,0.03486705654510358,0.03486705654510358,-0.03288428992642256,-0.03288428992642256,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.0011347310296562219,0.7557603686635944,0.4700460829493088,0.511520737327189,0.7373271889400922,0.8709677419354839,0.880184331797235,0.847926267281106,0.6933179723502304,EMERGING
EWJ,Japan ETF,Market_JP,US,SPY,CORE,98.55999755859375,0.021982528655321687,0.006741532404781259,0.0009139467530716594,0.04717376415687524,97.6479995727539,96.34349937438965,94.45983339945475,0.0006163471913325707,0.0007288739961466338,0.023006203828976668,-0.002025157688441803,-0.002328204826420266,2026-09-11,1,0.9225809163172145,0.011494081468736334,0.00617682820186017,0.048349800609934074,-0.042652630502391764,-0.030078777477690805,0.00011675936628809306,STRONG_UP,0.0182267233447978,0.01838454217931107,0.025944530449443004,0.0182267233447978,0.0182267233447978,0.01838454217931107,0.01838454217931107,0.025944530449443004,0.025944530449443004,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.006513045716513344,0.7235023041474654,0.631336405529954,0.5944700460829493,0.6497695852534562,0.5391705069124424,0.9907834101382489,0.7419354838709677,0.6884792626728111,EMERGING
7203.T,Toyota Motor,EV,JP,^N225,CORE,3031.0,0.01235804943219776,-0.016228497241155493,0.0036423841059602946,0.07864768683274015,3012.1,3071.725,2950.825,0.0014637131530113848,0.0012002880143810143,-0.013258022772220768,-0.0728051391862955,-0.2309671985043349,2026-09-11,1,1.1783654209543142,0.024025545553094215,0.012359550561797753,0.08910599985638194,-0.08464384828862159,-0.0323645494366246,0.0005052210916847759,PULLBACK,-0.0007011680351383109,0.07207779657202484,0.16292122818870514,-0.0007011680351383109,-0.016105441077949423,0.07207779657202484,0.032880980685870864,0.16292122818870514,0.059013406248530575,^N225,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.017139093267645567,0.8387096774193549,0.8110599078341014,0.31797235023041476,0.7188940092165899,0.815668202764977,0.4009216589861751,0.7511520737327189,0.6882488479262674,NEUTRAL
2269.HK,WuXi Biologics,Biotech,HK,^HSI,CORE,47.0,-0.010526315789473717,-0.04432696810996872,0.041205153644244374,0.5740120240890589,48.22399978637695,49.22700023651123,41.98233334223429,0.004653924686436921,0.00746061016378515,-0.045239405728799253,-0.13682278528102754,-0.13682278528102754,2026-09-11,1,0.8214313834216465,0.04928572634433178,0.07573290787663371,0.13991703516362178,-0.09961687139727604,0.08216680597086926,0.022303117710669194,PULLBACK,-0.01137532516110118,0.05359598907305696,0.5537147448693782,-0.01137532516110118,-0.061493126757447225,0.05359598907305696,0.04546706841664816,0.5537147448693782,0.5049106312394449,^HSI,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.05462825652102982,0.8064516129032258,0.9907834101382489,0.10138248847926268,0.8894009216589862,0.3824884792626728,0.6129032258064516,0.8341013824884793,0.6868663594470046,NEUTRAL
4568.T,Daiichi Sankyo,Biotech,JP,^N225,CORE,2772.0,0.023255813953488413,-0.007874015748031482,0.015756687431293548,0.06800231169331528,2735.6,2805.15,2728.8333333333335,0.0014340414549057867,0.001686546543634287,-0.011817549863643695,-0.06288032454361059,-0.32757431826606465,2026-09-11,1,1.1936881387193978,0.02486600700886415,0.0489749430523918,0.08850033442491637,-0.07574206755373591,0.059988183027506164,0.008719547498395437,PULLBACK,0.0076533134579857,0.0841920998973581,0.15227585304928026,0.0076533134579857,-0.01741654316402974,0.0841920998973581,0.01819261708688924,0.15227585304928026,0.07553620509355352,^N225,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.011813187605854869,0.8709677419354839,0.783410138248848,0.35023041474654376,0.7096774193548387,0.8294930875576036,0.2350230414746544,0.783410138248848,0.6827188940092166,NEUTRAL
QCOM,Qualcomm,Semiconductor,US,SPY,CORE,181.97000122070312,0.028776550188716277,0.07949215942496535,0.11026384531065281,-0.14532458905391255,175.61600036621093,166.23209915161132,173.19117762247723,0.0032733162609769268,-0.005596193247865402,0.09467426657915268,-0.018818102916110302,-0.2934898571357646,2026-09-11,1,1.0546559416306676,0.036617542246232586,0.3948756794819134,0.07581035887543727,-0.043790350513617016,0.6006278407088507,0.5743345828354842,REBOUND,0.09097735036498189,0.12773444073689222,-0.16655382276134478,0.09097735036498189,0.09097735036498189,0.12773444073689222,0.12773444073689222,-0.16655382276134478,-0.16655382276134478,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.051926198097302145,0.9400921658986175,0.15207373271889402,0.8755760368663594,0.8248847926267281,0.7096774193548387,0.31336405529953915,0.9815668202764977,0.6797235023041475,EMERGING
SAP.DE,SAP,Software,EU,^STOXX,CORE,177.25999450683594,-0.003149324003579368,-0.04483245631063726,0.010719520878561095,0.31440007196047604,181.06399841308593,184.1629997253418,159.82466659545898,0.0024112038360143287,0.0034446932470670794,-0.03748312760326944,-0.07734749629411242,-0.2621019865102,2026-09-11,1,1.2049805243418097,0.03309099491742192,0.032059867359835174,0.09621600072557814,-0.0734895059540539,-0.08728427806404945,0.0035718218896650935,PULLBACK,-0.029426509035761605,0.041269874235124404,0.3113238863616459,-0.029426509035761605,-0.033347265370620716,0.041269874235124404,0.028190116304800505,0.3113238863616459,0.219218646474016,^STOXX,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.04751233653027753,0.7741935483870968,0.9539170506912442,0.12442396313364056,0.7972350230414746,0.8433179723502304,0.35944700460829493,0.7649769585253456,0.6794930875576037,NEUTRAL
000660.KS,SK Hynix,Memory,KR,^KS11,CORE,1812000.0,-0.0221262817053427,0.10018214936247727,0.13772312688320598,-0.2810817577074919,1819400.0,1698237.475,1913087.0770833334,0.0071275979049308285,-0.004112666651579491,0.06698858473842106,-0.041269841269841234,-0.39323976227383883,2026-09-11,1,0.7059572580100708,0.05118887177082682,0.20004145008257526,0.21106030397636313,-0.09747291794144908,0.7688443741238833,0.13053299693299228,BEAR,0.06687974124109708,0.1235494155001482,-0.06060825671343906,0.06687974124109708,0.1468235368046783,0.1235494155001482,0.2156634747796935,-0.06060825671343906,-0.19006867199014388,^KS11,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.06575136764167577,0.9308755760368663,0.39631336405529954,0.9078341013824884,0.9585253456221198,0.21658986175115208,0.16129032258064516,0.9124423963133641,0.6730414746543779,EMERGING
HLAG.DE,Hapag-Lloyd,Shipping,EU,^STOXX,CORE,134.6999969482422,-0.009558845968807406,-0.007369196923279309,0.05234372615814209,0.21242123130738233,135.43999633789062,134.24499893188477,125.68666623433431,0.0038055578730121766,0.002634124920748128,0.0033893107376632425,-0.048728876114802144,-0.1324054224990655,2026-09-11,1,0.4701750410695066,0.032187938054008026,0.14725272956352806,0.09428731052264411,-0.06086952098901721,0.32008901275831797,0.08174754916210242,STRONG_UP,0.008036750351596345,0.0828940795147054,0.20934504570855217,0.008036750351596345,0.004115994016737234,0.0828940795147054,0.0698143215843815,0.20934504570855217,0.15931413833120422,^STOXX,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.02045512846281483,0.8663594470046083,0.8571428571428571,0.2626728110599078,0.8525345622119815,0.027649769585253458,0.631336405529954,0.880184331797235,0.6665898617511521,NEUTRAL
